"giliese_catalogue_name";"bayer_flamsteed_designation";"proper_name";"absolute_magnitude";"spectral_type";"colour_index";"x_parsecs";"y_parsecs";"z_parsecs";"constellation";"luminosity"
;;;"3.393";"G3V";"0.644";"17.658638";"-48.989903";"-85.722998";"Pav";"3.826484865951095"
;;;"4.221";"G1Vw...";"0.557";"96.499136";"7.128717";"-26.787672";"Cet";"1.7848429164980066"
;;;"2.561";"F3V";"0.430";"69.751947";"35.800918";"-62.717383";"For";"8.233794052101345"
;;;"4.281";"G5V";"0.724";"52.806800";"37.833126";"-76.554411";"Eri";"1.6888846947909175"
;;;"3.981";"G1V";"0.596";"49.767594";"38.871705";"-78.055483";"Hor";"2.2263836295529074"
;;;"6.281";"K7";"1.654";"74.317802";"65.322798";"17.037536";"Cet";"0.26767018556258904"
;;;"2.871";"G0V";"0.622";"58.372845";"65.631898";"-48.636882";"For";"6.188708114190297"
;"36Tau9Eri";;"-0.389";"Ap Si";"-0.121";"45.881115";"79.408177";"-40.863054";"Eri";"124.62351604865141"
;;;"1.591";"A1/A2V";"0.080";"16.116290";"28.120144";"-95.026355";"Hyi";"20.11870395149432"
;;;"2.461";"Fm...";"0.332";"15.823517";"48.849285";"86.277719";"Cam";"9.028175649662568"
;;;"4.391";"F6/F7V";"0.539";"20.057411";"65.326446";"-73.557033";"Pic";"1.526159765625462"
;;;"2.011";"A1V";"0.098";"3.207473";"90.775042";"-42.779494";"Lep";"13.66469680740465"
;;;"4.631";"G";"0.693";"-11.228094";"99.751386";"2.017932";"Mon";"1.2234888053268143"
;;;"3.021";"F5V";"0.490";"-29.432918";"57.797860";"-76.639364";"Pup";"5.390139436325509"
;;;"3.031";"F5";"0.451";"-72.692366";"68.009147";"13.078874";"Cnc";"5.3407223409376074"
;;;"3.661";"G0V";"0.574";"-56.827797";"50.929181";"-65.247998";"Vel";"2.9895099278145856"
;;;"2.441";"F0";"0.412";"-83.394913";"-11.539699";"54.704717";"CVn";"9.196021966586175"
;;;"3.701";"F5";"0.604";"-77.969130";"-41.848523";"47.433922";"CVn";"2.881376434839699"
;;;"3.711";"F5/F6V";"0.515";"-63.525072";"-34.521250";"-69.665843";"Cen";"2.8549598169004082"
;;;"1.151";"A2V";"0.026";"-54.334906";"-32.324580";"77.995531";"UMa";"30.171715226017724"
;;;"3.931";"F8+...";"0.660";"-74.689550";"-56.238279";"36.595196";"Boo";"2.3313098574180278"
;;;"4.341";"G";"0.580";"-79.334058";"-61.533855";"-0.416109";"Vir";"1.5980854594730907"
;;;"1.651";"A5";"0.209";"-48.620604";"-54.949318";"68.535324";"Boo";"19.03706531742076"
;;;"3.461";"F8";"0.576";"-64.911701";"-76.438772";"-4.905771";"Ser";"3.5941814631471467"
;;;"4.491";"G5V";"0.659";"-53.743741";"-66.627864";"-52.467317";"Lup";"1.3918742488392966"
;;;"3.401";"F7V";"0.499";"-23.038477";"-34.708644";"-91.351080";"TrA";"3.7983939015450705"
;;;"4.371";"G0";"0.634";"-8.779790";"-99.373254";"-11.329290";"Oph";"1.5545331940607845"
;;;"2.201";"F0";"0.270";"28.991789";"-95.346442";"12.207106";"Aql";"11.470966197735558"
;;;"0.781";"K0III";"0.997";"62.172683";"-73.739679";"-27.883532";"Cap";"42.42286549229506"
;;;"2.521";"F7V";"-0.077";"67.657298";"-68.526558";"28.409191";"Del";"8.542795299048484"
;;;"4.001";"G0";"0.541";"84.913166";"-52.745637";"-9.387935";"Aqr";"2.185747548686933"
;;;"1.931";"A2";"0.184";"91.619817";"-41.050615";"1.066481";"Aqr";"14.70957076796977"
;;;"4.091";"G3/G5V";"0.651";"65.712963";"-21.967724";"-72.661591";"Gru";"2.011870395149432"
;;;"1.771";"A2/A3V";"1.000";"92.223132";"-23.580284";"-31.927189";"Aqr";"17.04511752468474"
;;;"0.971";"G8III";"0.889";"27.557810";"-2.489471";"96.513559";"Cep";"35.6122980942762"
;;;"3.629";"F5";"0.488";"99.883663";"1.050714";"11.086129";"Psc";"3.0789313097416096"
;;;"4.599";"F6/F7V";"0.516";"94.569921";"13.816199";"-31.086897";"Cet";"1.2600854590882373"
;;;"3.189";"F5V";"0.501";"83.452764";"25.858235";"-49.676845";"Scl";"4.617426594772954"
;;;"4.259";"G5V";"0.645";"78.727785";"43.501120";"-44.838210";"For";"1.723455205109161"
;;;"4.669";"G3V";"0.655";"27.591261";"85.313839";"-45.398500";"Eri";"1.1814082519208866"
;;;"3.379";"G5";"0.870";"27.780469";"96.499699";"-4.099526";"Ori";"3.876144867002411"
;;;"3.969";"G5V:";"0.686";"-1.402293";"26.797400";"-96.853939";"Men";"2.251127015912879"
;;;"4.179";"G3V";"0.643";"-10.009081";"12.306824";"-99.242697";"Cha";"1.8552395755492839"
;;;"4.259";"G3V";"0.617";"-57.010112";"64.159589";"-52.289070";"Pyx";"1.723455205109161"
;;;"3.399";"G0";"0.673";"-57.334111";"55.368665";"61.219794";"Lyn";"3.8053972500270876"
;;;"2.399";"F8";"0.573";"-94.099553";"33.370674";"-11.507594";"Sex";"9.558725718846912"
;;;"3.409";"G5";"0.949";"-69.923210";"18.965280";"69.654974";"UMa";"3.7705091583339287"
;;;"2.289";"Am";"0.241";"-88.749271";"13.357802";"45.231719";"Leo";"10.577913224995003"
;;;"2.329";"F7/F8V+...";"0.570";"-86.294875";"-20.823520";"-47.120357";"Hya";"10.195299775626019"
;;;"3.529";"G0V";"0.590";"-78.408291";"-42.163072";"46.638211";"Boo";"3.3759810485542543"
;;;"2.529";"A3IV/V";"0.172";"-66.919412";"-39.324886";"-63.844328";"Cen";"8.480080988896916"
;;;"4.009";"F8";"0.598";"-58.709008";"-51.492779";"63.265304";"Boo";"2.1697015538008513"
;;;"4.099";"F6V";"0.586";"-50.106570";"-83.130925";"-26.064025";"Lib";"1.9971008660281842"
;;;"3.849";"G5";"0.556";"-28.268818";"-72.838713";"63.215096";"Her";"2.51420103015902"
;;;"4.249";"G3V";"0.568";"3.496366";"-83.175149";"-56.306505";"Sgr";"1.739402139780306"
;;;"3.679";"F8";"0.521";"16.552120";"-65.641253";"74.283281";"Lyr";"2.940356573672506"
;;;"3.319";"G1V";"0.587";"23.769002";"-84.938818";"-48.178670";"Sgr";"4.096377763696795"
;;;"3.519";"F8";"0.436";"62.903397";"-72.704206";"29.291868";"Del";"3.407218616593572"
;;;"3.529";"F3V";"0.422";"65.523703";"-29.597986";"-70.223614";"Gru";"3.3759810485542543"
;;;"2.979";"F5";"0.398";"76.607114";"-31.055775";"57.163287";"Peg";"5.602733947937967"
;;;"3.279";"F3V";"0.457";"87.059435";"-13.992634";"-48.224616";"Scl";"4.25010833176047"
;;;"2.847";"A2";"0.264";"57.204597";"9.085367";"82.256760";"Cas";"6.327031548665008"
;"59    Psc";;"1.097";"F0Vn";"0.270";"92.781521";"19.394526";"33.712404";"Psc";"31.71027438947892"
;;;"1.487";"DAn...";"0.294";"72.170894";"55.493215";"-42.813483";"For";"22.14114112091263"
;;;"1.887";"K3III";"1.280";"43.799040";"53.206125";"-73.292814";"Hor";"15.317927158934168"
;;;"2.937";"A9IV/V";"0.317";"39.757536";"89.144866";"-24.364224";"Eri";"5.82371347943751"
;;;"2.117";"A9IV";"0.255";"32.996175";"88.819306";"-33.815199";"Eri";"12.393672048206806"
;;;"1.687";"A7/F0V + F/G";"0.355";"9.334334";"73.821998";"-67.707216";"Col";"18.416199035246702"
;;;"1.417";"A6IV";"0.227";"-31.221209";"10.668270";"-95.039652";"Car";"23.615655239177173"
;;;"3.867";"F8";"0.407";"-90.320477";"26.798060";"35.286821";"Leo";"2.4728626781870204"
;;;"3.137";"F2";"0.473";"-98.508669";"12.786134";"15.926114";"Leo";"4.8439538854784026"
;;;"5.057";"F8";"0.691";"-94.811204";"-14.584016";"30.318746";"Com";"0.826418441715795"
;;;"3.447";"A9V";"0.377";"-40.610895";"-6.845333";"-91.787695";"Mus";"3.6408266378940066"
;"1    Boo";;"0.717";"A1V";"0.017";"-85.585022";"-40.216020";"34.335306";"Boo";"44.99870338721506"
;;;"2.347";"A";"0.252";"-85.552551";"-40.203516";"34.430845";"Boo";"10.027669229965868"
;;;"4.097";"K0V";"0.943";"-78.440786";"-57.581759";"-25.543461";"Lib";"2.0007830521523893"
;;;"4.257";"F8";"0.481";"-62.870812";"-71.577412";"32.326760";"Ser";"1.7266328527432364"
;;;"4.157";"F5V";"0.475";"-62.090629";"-71.114194";"-34.765061";"Lib";"1.8932152757774647"
;;;"2.307";"F2";"0.497";"-37.607842";"-92.273952";"-13.863649";"Oph";"10.403991770513517"
;;;"1.007";"A0Vn";"0.037";"-12.670324";"-36.470760";"-92.900093";"TrA";"34.450854628657915"
;;;"3.387";"F6V";"0.493";"-9.070073";"-47.259261";"-88.348063";"Ara";"3.847689338937883"
;;;"2.657";"F0V";"0.328";"30.058850";"-78.277943";"-55.588788";"Sgr";"7.5370257668842555"
;;;"4.517";"Me";"1.500";"26.141989";"-64.981026";"-72.215975";"Tel";"1.3589391171008005"
;;;"2.067";"F5";"0.488";"49.646934";"-87.412341";"-3.917762";"Aql";"12.977767816857806"
;;;"2.197";"A2m...";"0.177";"30.071768";"-42.693604";"-85.988541";"Pav";"11.51330474155817"
;;;"0.187";"K2III";"1.104";"61.759789";"-58.397564";"-53.819537";"Mic";"73.31620890272109"
;;;"4.137";"G2V";"0.631";"76.854605";"-59.596349";"-25.743526";"Cap";"1.928412775639425"
;;;"2.917";"F7V";"0.501";"69.905992";"-14.905540";"-70.795914";"Gru";"5.931984396649727"
;"26Ups1Cas";;"-0.185";"K2III";"1.216";"50.420166";"12.338344";"86.296046";"Cas";"103.2761405761398"
;"42    Cet";;"0.855";"A7V...";"0.635";"94.657317";"34.361228";"-0.894675";"Cet";"39.62780342554393"
;;;"5.115";"K8";"1.141";"68.492606";"26.519037";"68.898334";"And";"0.7834296427662114"
;;;"3.745";"F2";"0.430";"18.114120";"26.053835";"95.574857";"Cam";"2.7669416454115106"
;;;"1.935";"A2V";"0.078";"49.149302";"77.801954";"40.898516";"Tau";"14.655478409559112"
;;;"1.975";"A9IV";"0.324";"15.156863";"30.152622";"-94.881851";"Hyi";"14.12537544622754"
;;;"1.755";"A7IV/V";"0.209";"5.120401";"11.347072";"-99.932444";"Men";"17.298163592151013"
;;;"1.735";"F5V";"0.505";"36.638614";"86.234350";"-36.915115";"Eri";"17.619760464116293"
;"51    Cam";;"0.915";"K2III:";"1.183";"-18.774566";"37.382702";"91.604989";"Cam";"37.49730022454834"
;;;"3.975";"G6V";"0.737";"-47.924095";"58.512865";"-66.490621";"Vel";"2.238721138568339"
;;;"2.365";"F2III/IV";"0.303";"-63.918352";"39.270489";"-67.184447";"Vel";"9.8627948563121"
;;;"4.635";"G5";"0.734";"-68.224396";"41.620950";"61.274833";"LMi";"1.2189895989248665"
;;;"2.935";"F0";"0.391";"-86.131206";"44.495862";"27.258219";"Leo";"5.834451042737446"
;;;"2.625";"F6/F7IV";"0.538";"-26.366162";"5.694510";"-97.025125";"Car";"7.7624711662869155"
;;;"3.555";"G5";"0.435";"-96.798343";"10.903062";"25.547622";"Leo";"3.2960971217745763"
;;;"1.965";"A2V";"0.097";"-44.943015";"-2.389043";"-90.088261";"Cru";"14.25607593602188"
;;;"2.395";"G6IV";"0.146";"-44.114255";"-4.578844";"-90.412629";"Cru";"9.594006315159328"
;;;"0.895";"G7III:";"1.000";"-18.772432";"-9.019774";"98.527680";"UMi";"38.194427084004644"
;;;"2.275";"G0";"0.903";"-83.184487";"-43.461639";"36.508422";"Boo";"10.715193052376065"
;;;"4.345";"G0";"0.670";"-64.757192";"-65.496674";"40.720618";"Boo";"1.59220872705117"
;;;"5.315";"F8";"0.654";"-46.546023";"-59.136363";"-66.916628";"Lup";"0.6516283940608423"
;"22Zet Dra";;"-1.845";"B6III";"-0.120";"-9.178442";"-40.388128";"91.793254";"Dra";"476.4309868054156"
;;;"4.695";"G5V";"0.708";"1.622189";"-75.072276";"-67.104387";"CrA";"1.1534532578210916"
;;;"3.365";"F2V";"0.402";"9.063612";"-25.654814";"-96.959571";"Pav";"3.9264493539959964"
;;;"1.995";"F2";"0.365";"36.013974";"-45.523684";"82.292556";"Cyg";"13.867558288718882"
;;;"4.325";"G5V";"0.641";"84.222010";"-12.654946";"-53.739950";"Scl";"1.6218100973589291"
;;;"2.165";"K2";"0.970";"81.268515";"-8.015494";"58.929255";"And";"11.857687481671597"
;;;"4.113";"F7V";"0.535";"98.064726";"0.143920";"-23.350361";"Cet";"1.9715146109965855"
;;;"2.623";"F8";"0.532";"88.791103";"1.100754";"47.716651";"Peg";"7.776783344557054"
;;;"3.953";"K0";"0.754";"94.769897";"34.359603";"0.186119";"Cet";"2.2845464885518267"
;;;"4.023";"F5V";"0.490";"84.417809";"31.441647";"-45.243859";"Scl";"2.141903990722123"
;;;"3.413";"F8";"0.574";"86.757668";"38.518138";"33.932440";"Psc";"3.7566436461445885"
;;;"7.053";;"1.074";"75.789138";"58.249664";"-32.014584";;"0.13146192882160845"
;;;"4.083";"F8";"0.650";"78.309431";"62.505867";"-11.072495";"Cet";"2.0267491520989647"
;;;"1.193";"G9III";"0.999";"77.472788";"64.212663";"6.054348";"Cet";"29.02685610499052"
;;;"3.363";"F0";"0.455";"72.304861";"67.404301";"19.764049";"Ari";"3.933688806732019"
;;;"3.413";"F5";"0.500";"70.437218";"70.203458";"-16.493122";"Eri";"3.7566436461445885"
;;;"4.623";"G0";"0.644";"70.730866";"70.737126";"12.464108";"Cet";"1.2325370982033443"
;;;"4.013";"G3V";"0.630";"55.351087";"71.128947";"-45.153964";"For";"2.1617227843354705"
;;;"4.973";"K2...";;"31.829683";"55.044753";"78.223379";"Per";"0.8928941960649823"
;;;"1.163";"K0";"1.152";"12.148046";"83.411204";"55.289513";"Aur";"29.840081159302187"
;;;"4.153";"F7V";"0.572";"10.792150";"88.633817";"-46.792376";"Col";"1.9002030025772327"
;;;"2.623";"G0";"0.602";"-8.023879";"91.329450";"41.910611";"Gem";"7.776783344557054"
;;;"3.413";"F7V";"0.541";"-18.567664";"33.307493";"-93.315610";"Vol";"3.7566436461445885"
;;;"2.443";"F5";"0.422";"-42.213838";"54.670426";"73.424022";"Lyn";"9.179097860573368"
;;;"3.713";"G5V";"0.653";"-45.283887";"34.452645";"-83.212592";"Vel";"2.849705627341152"
;;;"4.043";"F5";"0.420";"-92.162885";"39.605324";"-9.968521";"Sex";"2.1028098370377393"
;;;"1.493";"A7III";"0.311";"-95.576648";"22.640892";"-22.681377";"Crt";"22.019122114844777"
;;;"2.543";"G0V";"0.515";"-88.879101";"5.299399";"-47.269147";"Hya";"8.37143674435155"
;;;"2.263";"A5";"0.317";"-99.934253";"-8.708934";"9.962427";"Vir";"10.83427862150139"
;;;"4.023";"G0";"0.570";"-88.417004";"-13.571135";"46.477992";"Com";"2.141903990722123"
;;;"2.603";"A9III";"0.307";"-89.208025";"-17.191495";"43.684083";"Com";"7.921364541528511"
;;;"3.203";"F2";"0.409";"-75.289599";"-20.434724";"-63.842375";"Cen";"4.558269515401943"
;;;"3.413";"F2";"0.368";"-97.102698";"-27.056747";"0.974146";"Vir";"3.7566436461445885"
;;;"3.793";"F8";"0.494";"-82.463388";"-55.604539";"-16.427880";"Vir";"2.6472807400175618"
;;;"4.233";"F3V";"0.440";"-42.322953";"-66.217135";"-63.134849";"Lup";"1.7652247174525577"
;;;"3.823";"F6V";"0.507";"-33.720619";"-87.257398";"-37.563503";"Oph";"2.575134990410313"
;;;"3.423";"F6V";"0.521";"2.370390";"-90.816036";"43.689138";"Her";"3.722202530178499"
;"101    Her";;"0.083";"A8III";"0.176";"3.668784";"-94.628648";"34.552576";"Her";"80.68633703638186"
;;;"1.593";"K0III";"0.944";"17.851514";"-87.617189";"-46.545698";"Sgr";"20.081678041839858"
;;;"1.723";"A1V";"0.094";"19.470269";"-89.227391";"42.676874";"Her";"17.815581406628933"
;;;"4.433";"F2/F3V";"0.493";"43.357603";"-74.414063";"-52.389082";"Sgr";"1.4682499678319862"
;;;"2.943";"F0";"0.398";"62.007910";"-78.569955";"11.988815";"Del";"5.791619210831195"
;;;"1.633";"A3";"0.175";"74.103468";"-68.340732";"-0.413324";"Aqr";"19.355304139797436"
;;;"3.743";"G3Vw";"0.607";"85.224914";"-40.649096";"-35.303193";"Aqr";"2.7720432375777007"
;;;"1.803";"A3";"0.200";"94.255127";"-34.850045";"7.962154";"Peg";"16.550076287699895"
;"55    Peg";;"-0.477";"M2III";"1.559";"96.803108";"-22.792177";"16.480786";"Peg";"135.14500541175602"
;;;"2.793";"F7V";"0.482";"75.159801";"-6.088442";"-66.902194";"Phe";"6.649668571246754"
;;;"2.680";"G0";"0.647";"96.728069";"17.721566";"22.629443";"Psc";"7.379042301291007"
;;;"5.070";"G0";"0.620";"90.986946";"21.983287";"-37.690524";"Cet";"0.8165823713585919"
;;;"4.570";"F5";"0.551";"40.718398";"9.897020";"-91.796110";"Tuc";"1.2941958414499852"
;;;"3.750";"G5";"0.762";"4.527450";"1.334485";"100.797862";"Cep";"2.754228703338166"
;;;"4.220";"F5";"0.530";"64.295437";"44.258573";"63.951078";"And";"1.7864875748520506"
;;;"2.140";"A4V";"0.143";"50.282524";"62.770455";"-60.942617";"For";"12.133888504649768"
;;;"1.620";"K2III";"1.118";"46.410016";"84.297341";"30.373239";"Tau";"19.58844673505989"
;;;"4.970";"G0";"0.491";"26.076359";"88.431958";"41.015574";"Tau";"0.8953647655495938"
;;;"2.270";"K0III";"1.040";"20.019320";"95.414536";"-26.033785";"Lep";"10.764652136298343"
;;;"4.510";"F8";"0.487";"-15.525942";"52.012331";"-85.065430";"Car";"1.3677288255958489"
;;;"1.640";"A0";"0.046";"-40.453220";"91.481286";"13.310748";"CMi";"19.230917289101576"
;;;"6.640";"M0";"1.615";"-44.619076";"88.526046";"-18.834595";"Mon";"0.19230917289101582"
;;;"3.190";"F0";"0.460";"-28.312522";"40.850133";"87.818748";"UMa";"4.613175745603793"
;"4Lam Leo";;"-0.700";"K5IIIvar";"1.541";"-74.131964";"56.004334";"39.376137";"Leo";"165.95869074375614"
;;;"2.120";"A7V";"0.215";"-76.257388";"18.905958";"63.322957";"UMa";"12.359474334445101"
;;;"4.720";"G5";"0.565";"-94.794953";"14.604465";"31.354288";"Leo";"1.1271974561755103"
;;;"5.510";;"0.645";"-97.489742";"8.712447";"-24.541972";"Crt";"0.544502652842421"
;;;"1.750";"A2V";"0.173";"-54.710000";"0.144285";"-84.789504";"Cru";"17.378008287493753"
;;;"2.970";"K1III";"1.050";"-31.273606";"-2.558770";"-95.905574";"Mus";"5.649369748123025"
;;;"5.560";;"1.125";"-82.472415";"-46.695360";"34.645474";"Boo";"0.5199959965335156"
;;;"1.370";"K0";"1.321";"-86.059074";"-51.833605";"-9.463708";"Vir";"24.660393372343385"
;;;"2.900";"G2V";"0.800";"-73.257410";"-55.337609";"41.873746";"Boo";"6.025595860743576"
;;;"3.920";"G0";"0.383";"-76.496703";"-65.442177";"6.931151";"Vir";"2.355049283896009"
;;;"4.680";"G3/G5IV/V";"0.696";"-32.517314";"-62.987264";"-71.817085";"Nor";"1.169499391019871"
;;;"1.590";"B9V";"0.010";"-40.850913";"-84.673297";"-36.661780";"Sco";"20.137242498623884"
;;;"2.190";"A0";"0.118";"1.459385";"-99.809925";"14.774716";"Oph";"11.587773561551256"
;;;"0.100";"G8III";"0.926";"15.086673";"-97.906391";"-19.214796";"Sct";"79.43282347242817"
;;;"1.770";"A1/A2V";"0.062";"17.157035";"-37.436780";"-92.122681";"Pav";"17.060823890031234"
;;;"5.150";"G2";"0.730";"36.672989";"-79.157761";"-50.711000";"Sgr";"0.7585775750291832"
;;;"4.370";"G5";"0.680";"44.965460";"-90.035283";"-7.363423";"Aql";"1.5559656316050738"
;;;"4.050";"F8";"0.591";"39.672391";"-67.199094";"63.975370";"Cyg";"2.089296130854039"
;;;"2.690";"F6/F7V";"0.529";"57.736593";"-79.386340";"-23.382892";"Cap";"7.311390834834173"
;;;"3.630";"G5";"0.618";"63.682695";"-75.089887";"22.101771";"Del";"3.0760968147407075"
;;;"0.660";"K0III";"1.100";"50.684162";"-41.778210";"76.603905";"Cyg";"47.424198526024455"
;;;"3.710";"F5V";"0.434";"63.747574";"-37.556721";"-68.616357";"Gru";"2.8575905433749464"
;;;"2.930";"F5";"0.411";"76.958068";"-39.856712";"51.685232";"Peg";"5.861381645140285"
;;;"1.500";"K0III";"1.064";"85.895992";"-16.795518";"-50.221189";"Scl";"21.87761623949552"
;;;"-11.200";"K0III";"1.128";"92324.548321";"67.196978";"-38421.000273";"Cet";"2630267.9918953762"
;;;"-9.390";"B...";"0.570";"38724.465519";"82.422961";"92197.662534";"Cep";"496592.3214503368"
;;;"-11.060";"K0";"0.906";"99982.372691";"250.263031";"1860.784651";"Psc";"2312064.7901755986"
;;;"-9.040";;;"87237.870108";"224.465590";"-48882.549384";"Scl";"359749.33515574236"
;;;"-10.910";"B5";"0.091";"56319.956142";"171.475741";"82631.913264";"Cas";"2013724.2498623894"
;;;"-10.500";"G5";"1.107";"98183.062891";"425.008500";"-18971.176274";"Cet";"1380384.2646028867"
;;;"-11.470";"K3II/III";"1.315";"33995.891035";"199.746918";"-94043.816883";"Tuc";"3372873.0865886924"
;;;"-11.070";"A0";"0.021";"65590.859465";"418.558353";"75482.871988";"Cas";"2333458.0622810046"
;;;"-11.510";"K5";"1.569";"93338.534850";"759.258296";"35879.540675";"Peg";"3499451.6702835765"
;;;"-11.050";"K5";"1.677";"61796.016286";"676.280081";"78618.032387";"Cas";"2290867.6527677746"
;;;"-14.130";"G8III";"1.073";"40513.198308";"459.883590";"91424.664275";"Cas";"39084089.57924025"
;;;"-12.800";"A2V";"0.085";"40510.832037";"466.819080";"91425.677769";"Cas";"11481536.214968817"
;;;"-9.700";"F0/F2V";"0.254";"90664.310495";"1108.452782";"-42175.279298";"Scl";"660693.4480075964"
;;;"-11.350";"K2III";"1.349";"90428.958233";"1223.765627";"-42674.417517";"Scl";"3019951.720402019"
;;;"-9.700";"K0...";"1.082";"87039.558780";"1184.440220";"49221.055543";"Peg";"660693.4480075964"
;;;"-10.940";"K5III:";"1.688";"43084.184238";"628.217759";"-90240.558570";"Tuc";"2070141.3487910414"
;;;"-11.820";"K5";"1.462";"51380.617026";"754.937233";"85787.308291";"Cas";"4655860.9352296"
;;;"-11.310";"B8V";"0.120";"46389.580887";"699.402979";"88586.215748";"Cas";"2910717.118066608"
;;;"-10.770";"K0";"1.006";"19561.789242";"300.985774";"98067.557373";"Cep";"1770108.958317422"
;;;"-11.410";"B0Ibp";"0.360";"48315.475362";"834.569930";"87549.518964";"Cas";"3191537.8551007584"
;;;"-11.810";"O8e";"0.260";"46597.447642";"826.220505";"88475.957895";"Cas";"4613175.7456038"
;"9    Cas";;"-14.100";"A1III";"0.274";"46495.354900";"857.790357";"88529.351835";"Cas";"38018939.632056125"
;;;"-11.210";"B0";"0.080";"49756.933941";"923.964159";"86737.499474";"Cas";"2654605.561975547"
;;;"-9.340";"B";"1.450";"40109.293062";"747.269847";"91600.688850";"Cas";"474241.9852602448"
;;;"-10.560";"G8IV";"1.069";"91860.143242";"1727.713591";"-39480.743269";"Cet";"1458814.2602753504"
"NN 3005";;;"-9.180";"M5";"1.021";"64217.544238";"1300.752384";"-76644.732730";"Phe";"409260.65973001096"
;;;"-10.900";"B2";"0.652";"37146.901698";"780.673709";"92841.252916";"Cep";"1995262.3149688828"
;;;"-11.850";"K2";"1.201";"62672.037997";"1356.030432";"77912.623077";"Cas";"4786300.923226381"
;;;"-11.370";"M0";"1.570";"89296.268295";"1939.076071";"44971.284755";"Peg";"3076096.814740705"
;;;"-10.170";"K5";"1.540";"83503.099765";"1831.721274";"54989.791115";"And";"1018591.388054117"
;;;"-11.360";"G6III";"0.889";"50247.373655";"1107.140996";"-86452.158328";"Tuc";"3047894.9896279895"
;;;"-10.630";"F0";"0.510";"86290.123596";"1945.560577";"50499.795680";"Peg";"1555965.631605075"
;;;"-10.520";"K2";"1.037";"99836.100753";"2286.307755";"5246.502001";"Psc";"1406047.524129913"
;;;"-12.050";"G5";"0.991";"99924.173736";"2314.705382";"-3130.757445";"Psc";"5754399.373371567"
;;;"-10.550";"G8III/IV";"0.995";"81761.283213";"1974.283075";"-57542.981966";"Scl";"1445439.770745928"
;;;"-7.960";"A0";"0.501";"84809.801172";"2048.740300";"-52944.313089";;"133045.441797809"
;;;"-9.930";"G5";"0.923";"90143.718482";"2250.592809";"43232.451356";"Peg";"816582.3713585923"
;;;"-10.340";"G5V";"0.787";"94134.742181";"2369.036042";"-33660.631602";"Cet";"1191242.0080273761"
;;;"-10.290";"G8IV/V";"0.915";"57850.588896";"1510.393712";"-81553.835442";"Phe";"1137627.2858234309"
;;;"-12.640";"O6pe";"0.126";"44323.466196";"1171.572689";"89632.904876";"Cas";"9908319.448927706"
;;;"-11.340";"A2";"-0.039";"59773.922152";"1580.524860";"80153.478849";"Cas";"2992264.636608183"
;;;"-11.430";"M1III";"1.612";"84010.084292";"2286.668349";"-54194.805525";"Scl";"3250872.973854347"
;;;"-9.700";"F5";"0.506";"90373.946738";"2604.652140";"-42728.977735";"Scl";"660693.4480075964"
;;;"-8.450";;"0.490";"41312.432339";"1205.001988";"91059.491018";"Cas";"208929.6130854041"
;;;"-11.380";"B9";"0.148";"55424.959789";"1620.101186";"83219.283249";"Cas";"3104559.588128362"
;;;"-11.000";"F5";"-0.090";"71155.551762";"2111.611275";"70231.250531";"And";"2187761.623949552"
;;;"-11.700";"M...";"1.552";"99527.421885";"3058.433040";"9216.196617";"Psc";"4168693.8347033467"
;;;"-9.030";;"0.330";"41204.660790";"1293.113673";"91107.100635";"Cas";"356451.1334262439"
;;;"-11.540";"K0";"1.590";"95423.707875";"3118.743205";"29742.048000";"Peg";"3597493.351557431"
;;;"-8.990";;"1.500";"6642.569720";"254.307372";"-99778.813358";"Oct";"343557.947899875"
;;;"-10.860";"K1III";"1.053";"89639.640277";"3491.362512";"-44187.614540";"Scl";"1923091.7289101575"
;;;"-10.950";"K5";"1.640";"82479.436072";"3237.696199";"56450.508842";"And";"2089296.1308540408"
